algorithm,problem,suite,strict_igd,mean_igd,mean_hv,mean_feasible,bad_runs,runs
CMOEA-AOP-Trace,CF1,CF,0.0050183045884806,0.0050183045884806,0.5600089868326008,1.0000000000000000,0,3
CMOEA-AOP-Trace,CF2,CF,0.0180459530786013,0.0180459530786013,0.6579941739915375,1.0000000000000000,0,3
CMOEA-AOP-Trace,CF3,CF,0.2474764865202226,0.2474764865202226,0.1976444281862280,1.0000000000000000,0,3
CMOEA-AOP-Trace,CF4,CF,0.0593458528269645,0.0593458528269645,0.4591492834959141,1.0000000000000000,0,3
CMOEA-AOP-Trace,CF5,CF,0.1453333330247874,0.1453333330247874,0.3658768635369832,1.0000000000000000,0,3
CMOEA-AOP-Trace,CF6,CF,0.0415567757145683,0.0415567757145683,0.6590562187827181,1.0000000000000000,0,3
CMOEA-AOP-Trace,CF7,CF,0.3216554455695924,0.3216554455695924,0.3925749384571557,1.0000000000000000,0,3
CMOEA-AOP-Trace,CF8,CF,0.1919005875589264,0.1919005875589264,0.2905825982684820,1.0000000000000000,0,3
CMOEA-AOP-Trace,CF9,CF,0.0880197700277373,0.0880197700277373,0.4324912214803680,1.0000000000000000,0,3
CMOEA-AOP-Trace,CF10,CF,0.3622071368605069,0.3622071368605069,0.1830486127400978,1.0000000000000000,0,3
CMOEA-AOP-Trace,LIRCMOP1,LIR-CMOP,0.3094792761566575,0.3094792761566575,0.1090703859379453,1.0000000000000000,0,3
CMOEA-AOP-Trace,LIRCMOP2,LIR-CMOP,0.1576214668588952,0.1576214668588952,0.2719066572460768,1.0000000000000000,0,3
CMOEA-AOP-Trace,LIRCMOP3,LIR-CMOP,0.2646656137050135,0.2646656137050135,0.1137795838237485,1.0000000000000000,0,3
CMOEA-AOP-Trace,LIRCMOP4,LIR-CMOP,0.2812083603653586,0.2812083603653586,0.2002030573947264,1.0000000000000000,0,3
CMOEA-AOP-Trace,LIRCMOP5,LIR-CMOP,0.5138953741663003,0.5138953741663003,0.1445123227807578,1.0000000000000000,0,3
CMOEA-AOP-Trace,LIRCMOP6,LIR-CMOP,0.3344673139257202,0.3344673139257202,0.0952751769806179,1.0000000000000000,0,3
CMOEA-AOP-Trace,LIRCMOP7,LIR-CMOP,0.0203192428830642,0.0203192428830642,0.2869850422494741,1.0000000000000000,0,3
CMOEA-AOP-Trace,LIRCMOP8,LIR-CMOP,0.0821671422179301,0.0821671422179301,0.2629601676121872,1.0000000000000000,0,3
CMOEA-AOP-Trace,LIRCMOP9,LIR-CMOP,0.3962939025586799,0.3962939025586799,0.4076686455216667,1.0000000000000000,0,3
CMOEA-AOP-Trace,LIRCMOP10,LIR-CMOP,0.2016836783740298,0.2016836783740298,0.6059286854462334,1.0000000000000000,0,3
CMOEA-AOP-Trace,LIRCMOP11,LIR-CMOP,0.0994266731423743,0.0994266731423743,0.6366290810191063,1.0000000000000000,0,3
CMOEA-AOP-Trace,LIRCMOP12,LIR-CMOP,0.1384221229913043,0.1384221229913043,0.5433210670213290,1.0000000000000000,0,3
CMOEA-AOP-Trace,LIRCMOP13,LIR-CMOP,0.0944466054739952,0.0944466054739952,0.5484558491963231,1.0000000000000000,0,3
CMOEA-AOP-Trace,LIRCMOP14,LIR-CMOP,0.0969584333164456,0.0969584333164456,0.5507359463543477,1.0000000000000000,0,3
CMOEA-AOP-Trace,DASCMOP1,DAS-CMOP,0.0076235685223076,0.0076235685223076,0.2087835429687862,1.0000000000000000,0,3
CMOEA-AOP-Trace,DASCMOP2,DAS-CMOP,0.0090081772518228,0.0090081772518228,0.3517031903697219,1.0000000000000000,0,3
CMOEA-AOP-Trace,DASCMOP3,DAS-CMOP,0.0209365748854491,0.0209365748854491,0.3104735645326140,1.0000000000000000,0,3
CMOEA-AOP-Trace,DASCMOP4,DAS-CMOP,Inf,0.6019709090065058,0.0962848391128073,0.3366666666666667,1,3
CMOEA-AOP-Trace,DASCMOP5,DAS-CMOP,Inf,0.6431630120165903,0.0429987692931185,0.6666666666666666,1,3
CMOEA-AOP-Trace,DASCMOP6,DAS-CMOP,0.0434586319358678,0.0434586319358678,0.2932362027346829,1.0000000000000000,0,3
CMOEA-AOP-Trace,DASCMOP7,DAS-CMOP,0.3412979280713199,0.3412979280713199,0.1805615635441747,1.0000000000000000,0,3
CMOEA-AOP-Trace,DASCMOP8,DAS-CMOP,0.5518231471738445,0.5518231471738445,0.0931418435836364,0.7999999999999999,0,3
CMOEA-AOP-Trace,DASCMOP9,DAS-CMOP,0.0618067045672487,0.0618067045672487,0.1991461604516215,1.0000000000000000,0,3
Dual-Feasibility-Explore-AOP,CF1,CF,0.0047626721920951,0.0047626721920951,0.5603422330898542,1.0000000000000000,0,3
Dual-Feasibility-Explore-AOP,CF2,CF,0.0236613754090553,0.0236613754090553,0.6555163824384973,1.0000000000000000,0,3
Dual-Feasibility-Explore-AOP,CF3,CF,0.1266656061136924,0.1266656061136924,0.2805493022154264,1.0000000000000000,0,3
Dual-Feasibility-Explore-AOP,CF4,CF,0.0535588223443264,0.0535588223443264,0.4667114291942268,1.0000000000000000,0,3
Dual-Feasibility-Explore-AOP,CF5,CF,0.2272913524791033,0.2272913524791033,0.3033651210219833,1.0000000000000000,0,3
Dual-Feasibility-Explore-AOP,CF6,CF,0.0417892387623965,0.0417892387623965,0.6567774715399149,1.0000000000000000,0,3
Dual-Feasibility-Explore-AOP,CF7,CF,0.1333223766909277,0.1333223766909277,0.5503067998440647,1.0000000000000000,0,3
Dual-Feasibility-Explore-AOP,CF8,CF,0.1905543801484787,0.1905543801484787,0.3251843361840425,1.0000000000000000,0,3
Dual-Feasibility-Explore-AOP,CF9,CF,0.1073196037714580,0.1073196037714580,0.4118105284371611,1.0000000000000000,0,3
Dual-Feasibility-Explore-AOP,CF10,CF,0.2978247851330344,0.2978247851330344,0.2050019609088976,1.0000000000000000,0,3
Dual-Feasibility-Explore-AOP,LIRCMOP1,LIR-CMOP,0.2847860998882821,0.2847860998882821,0.1177167543459787,1.0000000000000000,0,3
Dual-Feasibility-Explore-AOP,LIRCMOP2,LIR-CMOP,0.2152240666185532,0.2152240666185532,0.2436524279081339,1.0000000000000000,0,3
Dual-Feasibility-Explore-AOP,LIRCMOP3,LIR-CMOP,0.2575413973201516,0.2575413973201516,0.1122725907787068,1.0000000000000000,0,3
