config,algorithm,problem,suite,N,maxFE,run,seed,phase,generations,FE_start,FE_end,rate_ga,rate_de_rand,rate_de_best,pop1_rate_ga,pop1_rate_de_rand,pop1_rate_de_best,pop2_rate_ga,pop2_rate_de_rand,pop2_rate_de_best,generated_ga,generated_de_rand,generated_de_best,survived_ga,survived_de_rand,survived_de_best,survival_ga,survival_de_rand,survival_de_best,feasible_ga,feasible_de_rand,feasible_de_best,cvscore_ga,cvscore_de_rand,cvscore_de_best,objscore_ga,objscore_de_rand,objscore_de_best,pop1_survival_ga,pop1_survival_de_rand,pop1_survival_de_best,pop2_survival_ga,pop2_survival_de_rand,pop2_survival_de_best,pop1_feasible_ga,pop1_feasible_de_rand,pop1_feasible_de_best,pop2_feasible_ga,pop2_feasible_de_rand,pop2_feasible_de_best
"s11_main_30run","SCOP-CMOEA","CF10","CF",100,100000,10,322010,"early",123,400,24800,0.5040600790615024,0.1786564583759134,0.3172834625625843,0.5040600790615025,0.1786564583759134,0.3172834625625843,0.5040600790615025,0.1786564583759134,0.3172834625625843,12394,4396,7810,2114,301,943,0.1705664030982734,0.06847133757961783,0.1207426376440461,0.3971276424076166,0.3475887170154686,0.4346991037131882,0.5675522309263907,0.5058410187673968,0.5823809682828447,0.6326866399674768,0.5745631972060697,0.6110481667093774,0.1776666128771986,0.08462238398544131,0.1451984635083227,0.1634661933193481,0.05232029117379436,0.09628681177976953,0.5389704695820559,0.4986351228389445,0.6051216389244558,0.2552848152331774,0.1965423111919927,0.2642765685019206
"s11_main_30run","SCOP-CMOEA","CF10","CF",100,100000,10,322010,"middle",225,25000,69800,0.5486531702969782,0.1460943609362515,0.3052524687667703,0.5486531702969781,0.1460943609362514,0.3052524687667701,0.5486531702969781,0.1460943609362514,0.3052524687667701,24678,6570,13752,1418,92,459,0.0574600859064754,0.01400304414003044,0.03337696335078534,0.3391684901531729,0.339117199391172,0.3940517742873764,0.4902932795640065,0.4706382799215807,0.5338126121898662,0.7286417718284967,0.7321260245246364,0.7308158593704606,0.05527190209903558,0.01552511415525114,0.03286794648051192,0.05964826971391523,0.01248097412480974,0.03388598022105876,0.4138909149850069,0.4213089802130898,0.4588423502036068,0.2644460653213389,0.2569254185692542,0.329261198371146
"s11_main_30run","SCOP-CMOEA","CF10","CF",100,100000,10,322010,"late",151,70000,100000,0.6307565513098442,0.1123887010429166,0.2568547476472393,0.6307565513098441,0.1123887010429166,0.2568547476472394,0.6307565513098441,0.1123887010429166,0.2568547476472394,19032,3402,7766,1056,20,177,0.05548549810844893,0.005878894767783657,0.02279165593613186,0.3074295922656579,0.2827748383303939,0.3298995621941798,0.4862798863709262,0.4569178004295459,0.5073996805365516,0.7658860868912071,0.7840108182739822,0.7686475014097252,0.0474989491382934,0.007054673721340388,0.01931496265773886,0.06347204707860446,0.004703115814226925,0.02626834921452485,0.3717948717948718,0.3227513227513227,0.3772856039144991,0.2430643127364439,0.242798353909465,0.2825135204738604
"s11_main_30run","SCOP-CMOEA","CF10","CF",100,100000,11,322011,"early",123,400,24800,0.4960161737757668,0.1397544208873476,0.3642294053368856,0.4960161737757666,0.1397544208873476,0.3642294053368856,0.4960161737757666,0.1397544208873476,0.3642294053368856,12208,3438,8954,2341,206,1245,0.191759501965924,0.05991855730075625,0.1390440026803663,0.4652686762778506,0.3528214077952298,0.5199910654456109,0.6516806377149614,0.5311241457284429,0.6716206244433557,0.6311233416777031,0.5457513375295374,0.6145175580686119,0.1854521625163827,0.05991855730075625,0.1389323207505026,0.1980668414154653,0.05991855730075625,0.1391556846102301,0.573394495412844,0.4072134962187318,0.6184945275854367,0.3571428571428572,0.2984293193717277,0.4214876033057851
"s11_main_30run","SCOP-CMOEA","CF10","CF",100,100000,11,322011,"middle",225,25000,69800,0.3687545830308687,0.1857835302708949,0.4454618866982364,0.3687545830308688,0.1857835302708949,0.4454618866982366,0.3687545830308688,0.1857835302708949,0.4454618866982366,16598,8350,20052,2268,570,3332,0.1366429690324135,0.06826347305389222,0.1661679632954319,0.6818893842631643,0.6076646706586827,0.8325354079393577,0.7096233233147696,0.6259657398134946,0.8434478288562789,0.5270986303355536,0.5156546774698556,0.5598130191806648,0.1423063019640921,0.06826347305389222,0.1745461799321763,0.130979636100735,0.06826347305389222,0.1577897466586874,0.7390046993613688,0.6519760479041916,0.8784161180929583,0.6247740691649596,0.5633532934131736,0.786654697785757
"s11_main_30run","SCOP-CMOEA","CF10","CF",100,100000,11,322011,"late",151,70000,100000,0.3516837535447249,0.1937306918325928,0.4545855546226822,0.3516837535447249,0.1937306918325928,0.4545855546226822,0.3516837535447249,0.1937306918325928,0.4545855546226822,10618,5854,13728,1509,453,2517,0.1421171595404031,0.07738298599248378,0.1833479020979021,0.6976831795064984,0.6339255210112743,0.8666958041958042,0.7186792886137363,0.6462979735160983,0.8729908106398221,0.5151356886878117,0.5050754164056162,0.5487209173558484,0.1418346204558297,0.07208746156474205,0.1885198135198135,0.1423996986249765,0.08267851042022549,0.1781759906759907,0.7364852137879073,0.6689443115818244,0.9083624708624709,0.6588811452250894,0.5989067304407243,0.8250291375291375
"s11_main_30run","SCOP-CMOEA","CF10","CF",100,100000,12,322012,"early",123,400,24800,0.5508504893410021,0.1369457678009439,0.3122037428580539,0.5508504893410022,0.1369457678009439,0.3122037428580538,0.5508504893410022,0.1369457678009439,0.3122037428580538,13554,3368,7678,2155,178,773,0.1589936550095913,0.05285035629453682,0.1006772597030477,0.2710638925778368,0.1540973871733967,0.2422505860901276,0.4708190191564003,0.3695997145400796,0.4356533078107974,0.6572942192315538,0.5989135345346479,0.6241448337945749,0.1623137081304412,0.05344418052256532,0.1057567074759052,0.1556736018887413,0.05225653206650831,0.09559781193019015,0.378190939943928,0.2226840855106888,0.3464443865589997,0.1639368452117456,0.08551068883610451,0.1380567856212555
"s11_main_30run","SCOP-CMOEA","CF10","CF",100,100000,12,322012,"middle",225,25000,69800,0.6094238970218695,0.1363057534240092,0.2542703495541214,0.6094238970218695,0.1363057534240091,0.2542703495541212,0.6094238970218695,0.1363057534240091,0.2542703495541212,27428,6134,11438,1915,77,335,0.06981916289922707,0.01255298337137268,0.02928833712187445,0.349788537261193,0.3268666449298989,0.3868683336247596,0.489424745036091,0.4517741673295923,0.5137551790477235,0.6998144902111513,0.6721475139824054,0.6846268343913314,0.06825142190462301,0.01402021519400065,0.03269802413009267,0.07138690389383112,0.0110857515487447,0.02587865011365623,0.4592387341402946,0.4372350831431366,0.4586466165413534,0.2403383403820913,0.2164982067166612,0.3150900507081658
"s11_main_30run","SCOP-CMOEA","CF10","CF",100,100000,12,322012,"late",151,70000,100000,0.587807858932383,0.1495621051831397,0.2626300358844775,0.5878078589323832,0.1495621051831397,0.2626300358844775,0.5878078589323832,0.1495621051831397,0.2626300358844775,17750,4530,7920,902,48,186,0.0508169014084507,0.01059602649006623,0.02348484848484848,0.3414647887323944,0.3269315673289183,0.3748737373737374,0.487806175544812,0.4565987647663789,0.5150339251079118,0.7524622337090118,0.758776304189301,0.7511137026528736,0.05059154929577465,0.01236203090507726,0.02373737373737374,0.05104225352112676,0.008830022075055188,0.02323232323232323,0.4203943661971831,0.401766004415011,0.4313131313131313,0.2625352112676057,0.2520971302428256,0.3184343434343435
"s11_main_30run","SCOP-CMOEA","CF10","CF",100,100000,13,322013,"early",123,400,24800,0.4819564663173311,0.1668025297923596,0.3512410038903093,0.4819564663173311,0.1668025297923596,0.3512410038903094,0.4819564663173311,0.1668025297923596,0.3512410038903094,11858,4106,8636,2189,316,1176,0.1846011131725417,0.07696054554310765,0.1361741547012506,0.3867431270028673,0.2903068679980516,0.4195229272811487,0.5494433421164776,0.4525678840674362,0.5591878770597977,0.6559433877168778,0.5841865164670029,0.6268744844724058,0.1890706695901501,0.08329274232830004,0.1424270495599815,0.1801315567549334,0.07062834875791525,0.1299212598425197,0.5053128689492326,0.3565513882123721,0.5182955071792497,0.268173385056502,0.2240623477837311,0.3207503473830477
